"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","p_adj"
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086001","GO:BP","cardiac muscle cell action potential",42,17643,"GO:0001508",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086002","GO:BP","cardiac muscle cell action potential involved in contraction",42,17644,"GO:0086001,GO:0086003",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086003","GO:BP","cardiac muscle cell contraction",42,17645,"GO:0060048,GO:0070252",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086009","GO:BP","membrane repolarization",42,17648,"GO:0042391",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0035864","GO:BP","response to potassium ion",42,9225,"GO:0010038",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086019","GO:BP","cell-cell signaling involved in cardiac conduction",42,17658,"GO:0007267,GO:0086065",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0046165","GO:BP","alcohol biosynthetic process",42,11773,"GO:0006066,GO:0044283",0.0454017527188259
"set",TRUE,0.0454017527188259,5,5,3,0.6,0.6,"GO:0043434","GO:BP","response to peptide hormone",42,10594,"GO:0009725,GO:1901698,GO:1901700",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086065","GO:BP","cell communication involved in cardiac conduction",42,17684,"GO:0007154,GO:0061337",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0086091","GO:BP","regulation of heart rate by cardiac conduction",42,17694,"GO:0002027,GO:0061337",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0042446","GO:BP","hormone biosynthetic process",42,10093,"GO:0009058,GO:0042445",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0042445","GO:BP","hormone metabolic process",42,10092,"GO:0008152,GO:0010817",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0042181","GO:BP","ketone biosynthetic process",42,9917,"GO:0042180,GO:0044283",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0046184","GO:BP","aldehyde biosynthetic process",42,11791,"GO:0006081,GO:0009058",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0035865","GO:BP","cellular response to potassium ion",42,9226,"GO:0035864,GO:0071248",0.0454017527188259
"set",TRUE,0.0454017527188259,18,5,5,1,0.277777777777778,"GO:0065008","GO:BP","regulation of biological quality",42,15667,"GO:0065007",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0003071","GO:BP","renal system process involved in regulation of systemic arterial blood pressure",42,1520,"GO:0003014,GO:0003073",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0006705","GO:BP","mineralocorticoid biosynthetic process",42,2404,"GO:0008212,GO:0042446,GO:0120178",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0006704","GO:BP","glucocorticoid biosynthetic process",42,2403,"GO:0008211,GO:0120178",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0001977","GO:BP","renal system process involved in regulation of blood volume",42,580,"GO:0003071,GO:0050878",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0003015","GO:BP","heart process",42,1464,"GO:0003013",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0006700","GO:BP","C21-steroid hormone biosynthetic process",42,2399,"GO:0008207,GO:0042446,GO:0120178",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0120255","GO:BP","olefinic compound biosynthetic process",42,19321,"GO:0009058,GO:0120254",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:1902645","GO:BP","tertiary alcohol biosynthetic process",42,22109,"GO:0046165,GO:1902644",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0006694","GO:BP","steroid biosynthetic process",42,2394,"GO:0008202,GO:0008610",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0006081","GO:BP","aldehyde metabolic process",42,1942,"GO:0008152",0.0454017527188259
"set",TRUE,0.0454017527188259,5,5,3,0.6,0.6,"GO:0006066","GO:BP","alcohol metabolic process",42,1929,"GO:0044281",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0006941","GO:BP","striated muscle contraction",42,2568,"GO:0006936",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0002017","GO:BP","regulation of blood volume by renal aldosterone",42,618,"GO:0001977,GO:0001990,GO:0003084",0.0454017527188259
"set",TRUE,0.0454017527188259,2,5,2,0.4,1,"GO:0002027","GO:BP","regulation of heart rate",42,627,"GO:0008016,GO:0065008",0.0454017527188259
"set",FALSE,0.0593313137440223,6,5,3,0.6,0.5,"GO:0008217","GO:BP","regulation of blood pressure",42,3130,"GO:0008015,GO:0065008",0.0593313137440223
"set",FALSE,0.0902290905500147,21,5,5,1,0.238095238095238,"GO:0003008","GO:BP","system process",42,1457,"GO:0032501",0.0902290905500147
"set",FALSE,0.0945471327697562,7,5,3,0.6,0.428571428571429,"GO:0044281","GO:BP","small molecule metabolic process",42,10850,"GO:0008152",0.0945471327697562
"set",FALSE,0.0945471327697562,7,5,3,0.6,0.428571428571429,"GO:0006629","GO:BP","lipid metabolic process",42,2334,"GO:0044238",0.0945471327697562
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0003044","GO:BP","regulation of systemic arterial blood pressure mediated by a chemical signal",42,1493,"GO:0003073",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0071375","GO:BP","cellular response to peptide hormone stimulus",42,16397,"GO:0032870,GO:0043434,GO:1901699,GO:1901701",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0016125","GO:BP","sterol metabolic process",42,5118,"GO:0008202",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0001990","GO:BP","regulation of systemic arterial blood pressure by hormone",42,592,"GO:0003044,GO:0050886",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0008203","GO:BP","cholesterol metabolic process",42,3116,"GO:0016125,GO:1902652",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0006936","GO:BP","muscle contraction",42,2564,"GO:0003012",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0003012","GO:BP","muscle system process",42,1461,"GO:0003008",0.106219772219044
"set",FALSE,0.106219772219044,3,5,2,0.4,0.666666666666667,"GO:0034765","GO:BP","regulation of monoatomic ion transmembrane transport",42,8669,"GO:0034220,GO:0034762,GO:0043269",0.106219772219044
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0098659","GO:BP","inorganic cation import across plasma membrane",42,18566,"GO:0098662,GO:0099587",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0003084","GO:BP","positive regulation of systemic arterial blood pressure",42,1526,"GO:0003073,GO:0045777",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0045777","GO:BP","positive regulation of blood pressure",42,11449,"GO:0008217",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0042391","GO:BP","regulation of membrane potential",42,10048,"GO:0065008",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0034762","GO:BP","regulation of transmembrane transport",42,8666,"GO:0050794,GO:0051049,GO:0055085",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0071805","GO:BP","potassium ion transmembrane transport",42,16687,"GO:0006813,GO:0098655,GO:0098662",0.164794307417746
"set",FALSE,0.164794307417746,9,5,3,0.6,0.333333333333333,"GO:0009725","GO:BP","response to hormone",42,3608,"GO:0009719,GO:0042221",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0098739","GO:BP","import across plasma membrane",42,18617,"GO:0055085,GO:0098657",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0071248","GO:BP","cellular response to metal ion",42,16279,"GO:0010038,GO:0070887",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0008610","GO:BP","lipid biosynthetic process",42,3192,"GO:0006629,GO:0009058",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0050886","GO:BP","endocrine process",42,13158,"GO:0003008",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0044283","GO:BP","small molecule biosynthetic process",42,10852,"GO:0009058,GO:0044281",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0099587","GO:BP","inorganic ion import across plasma membrane",42,18901,"GO:0098660,GO:0098739",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:0006813","GO:BP","potassium ion transport",42,2485,"GO:0030001",0.164794307417746
"set",FALSE,0.164794307417746,4,5,2,0.4,0.5,"GO:1902652","GO:BP","secondary alcohol metabolic process",42,22113,"GO:0006066",0.164794307417746
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:1904062","GO:BP","regulation of monoatomic cation transmembrane transport",42,23146,"GO:0034765,GO:0098655",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086046","GO:BP","membrane depolarization during SA node cell action potential",42,17673,"GO:0086012,GO:0086015",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0007565","GO:BP","female pregnancy",42,3029,"GO:0044703,GO:0044706",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0044706","GO:BP","multi-multicellular organism process",42,10976,"GO:0032501",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086026","GO:BP","atrial cardiac muscle cell to AV node cell signaling",42,17662,"GO:0086019,GO:0086066",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086018","GO:BP","SA node cell to atrial cardiac muscle cell signaling",42,17657,"GO:0086019,GO:0086070",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086015","GO:BP","SA node cell action potential",42,17654,"GO:0086001,GO:0086018",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086013","GO:BP","membrane repolarization during cardiac muscle cell action potential",42,17652,"GO:0086001,GO:0086011,GO:0099622",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086012","GO:BP","membrane depolarization during cardiac muscle cell action potential",42,17651,"GO:0086001,GO:0086010",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086011","GO:BP","membrane repolarization during action potential",42,17650,"GO:0001508,GO:0086009",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086010","GO:BP","membrane depolarization during action potential",42,17649,"GO:0001508,GO:0051899",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086005","GO:BP","ventricular cardiac muscle cell action potential",42,17647,"GO:0086002",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:1903522","GO:BP","regulation of blood circulation",42,22741,"GO:0008015,GO:0044057",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0051899","GO:BP","membrane depolarization",42,13789,"GO:0042391",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0070588","GO:BP","calcium ion transmembrane transport",42,15965,"GO:0006816,GO:0098655,GO:0098662",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0060306","GO:BP","regulation of membrane repolarization",42,14310,"GO:0042391,GO:0050789,GO:0086009",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0060372","GO:BP","regulation of atrial cardiac muscle cell membrane repolarization",42,14371,"GO:0099623,GO:0099624",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0044703","GO:BP","multi-organism reproductive process",42,10975,"GO:0022414",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086014","GO:BP","atrial cardiac muscle cell action potential",42,17653,"GO:0086002,GO:0086026",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:1902656","GO:BP","calcium ion import into cytosol",42,22117,"GO:0006816",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0032412","GO:BP","regulation of monoatomic ion transmembrane transporter activity",42,7497,"GO:0022898",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0043266","GO:BP","regulation of potassium ion transport",42,10494,"GO:0006813,GO:0010959",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0098703","GO:BP","calcium ion import across plasma membrane",42,18586,"GO:0070509,GO:0097553,GO:0098659,GO:1902656",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0022898","GO:BP","regulation of transmembrane transporter activity",42,6596,"GO:0032409,GO:0034762",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0098915","GO:BP","membrane repolarization during ventricular cardiac muscle cell action potential",42,18699,"GO:0086005,GO:0086013,GO:0099625",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0032409","GO:BP","regulation of transporter activity",42,7494,"GO:0065009",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0098662","GO:BP","inorganic cation transmembrane transport",42,18569,"GO:0098660",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0010038","GO:BP","response to metal ion",42,3832,"GO:0042221",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0099623","GO:BP","regulation of cardiac muscle cell membrane repolarization",42,18917,"GO:0060306,GO:0099622",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0032870","GO:BP","cellular response to hormone stimulus",42,7810,"GO:0009725,GO:0070887,GO:0071495",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0030029","GO:BP","actin filament-based process",42,6620,"GO:0009987",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:1901699","GO:BP","cellular response to nitrogen compound",42,21370,"GO:0070887,GO:1901698",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:1901379","GO:BP","regulation of potassium ion transmembrane transport",42,21151,"GO:0043266,GO:0071805,GO:1904062",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0098657","GO:BP","import into cell",42,18564,"GO:0006810",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0099625","GO:BP","ventricular cardiac muscle cell membrane repolarization",42,18919,"GO:0099622",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0098655","GO:BP","monoatomic cation transmembrane transport",42,18562,"GO:0006812,GO:0034220",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0097553","GO:BP","calcium ion transmembrane import into cytosol",42,18457,"GO:0070588",0.206413210445468
"set",FALSE,0.206413210445468,5,5,2,0.4,0.4,"GO:0003073","GO:BP","regulation of systemic arterial blood pressure",42,1522,"GO:0008217",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:1901016","GO:BP","regulation of potassium ion transmembrane transporter activity",42,20864,"GO:0032412,GO:1901379",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086070","GO:BP","SA node cell to atrial cardiac muscle cell communication",42,17689,"GO:0086065",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0086066","GO:BP","atrial cardiac muscle cell to AV node cell communication",42,17685,"GO:0086065",0.206413210445468
"set",FALSE,0.206413210445468,1,5,1,0.2,1,"GO:0098914","GO:BP","membrane repolarization during atrial cardiac muscle cell action potential",42,18698,"GO:0086013,GO:0086014,GO:0099624",0.206413210445468
"set",FALSE,0.225126888515849,12,5,3,0.6,0.25,"GO:1901698","GO:BP","response to nitrogen compound",42,21369,"GO:0042221",0.225126888515849
"set",FALSE,0.239301423107635,6,5,2,0.4,0.333333333333333,"GO:0043269","GO:BP","regulation of monoatomic ion transport",42,10497,"GO:0006811,GO:0051049",0.239301423107635
"set",FALSE,0.239301423107635,6,5,2,0.4,0.333333333333333,"GO:0044057","GO:BP","regulation of system process",42,10796,"GO:0003008,GO:0051239",0.239301423107635
"set",FALSE,0.272760550385109,13,5,3,0.6,0.230769230769231,"GO:0009719","GO:BP","response to endogenous stimulus",42,3602,"GO:0050896",0.272760550385109
"set",FALSE,0.310126774578241,7,5,2,0.4,0.285714285714286,"GO:0050878","GO:BP","regulation of body fluid levels",42,13151,"GO:0065008",0.310126774578241
"set",FALSE,0.310126774578241,7,5,2,0.4,0.285714285714286,"GO:0010817","GO:BP","regulation of hormone levels",42,4412,"GO:0065008",0.310126774578241
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0001666","GO:BP","response to hypoxia",42,375,"GO:0006950,GO:0036293",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0055078","GO:BP","sodium ion homeostasis",42,14025,"GO:0055080,GO:0098771",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0055075","GO:BP","potassium ion homeostasis",42,14024,"GO:0055080,GO:0098771",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0070509","GO:BP","calcium ion import",42,15936,"GO:0006816",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0045761","GO:BP","regulation of adenylate cyclase activity",42,11435,"GO:0050790",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0045762","GO:BP","positive regulation of adenylate cyclase activity",42,11436,"GO:0031281,GO:0045761,GO:0051349",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0051384","GO:BP","response to glucocorticoid",42,13502,"GO:0031960",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0031281","GO:BP","positive regulation of cyclase activity",42,7066,"GO:0043085",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0009410","GO:BP","response to xenobiotic stimulus",42,3461,"GO:0042221",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0032868","GO:BP","response to insulin",42,7808,"GO:0043434",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0032094","GO:BP","response to food",42,7311,"GO:0031667,GO:0042221",0.342911125288315
"set",FALSE,0.342911125288315,2,5,1,0.2,0.5,"GO:0051349","GO:BP","positive regulation of lyase activity",42,13491,"GO:0043085",0.342911125288315
"set",FALSE,0.343941626034052,8,5,2,0.4,0.25,"GO:0030001","GO:BP","metal ion transport",42,6613,"GO:0006812",0.343941626034052
"set",FALSE,0.343941626034052,8,5,2,0.4,0.25,"GO:0098660","GO:BP","inorganic ion transmembrane transport",42,18567,"GO:0055085",0.343941626034052
"set",FALSE,0.343941626034052,8,5,2,0.4,0.25,"GO:0034220","GO:BP","monoatomic ion transmembrane transport",42,8445,"GO:0006811,GO:0055085",0.343941626034052
"set",FALSE,0.343941626034052,8,5,2,0.4,0.25,"GO:0006812","GO:BP","monoatomic cation transport",42,2484,"GO:0006811",0.343941626034052
"set",FALSE,0.343941626034052,8,5,2,0.4,0.25,"GO:0007267","GO:BP","cell-cell signaling",42,2781,"GO:0007154,GO:0023052",0.343941626034052
"set",FALSE,0.343941626034052,15,5,3,0.6,0.2,"GO:1901700","GO:BP","response to oxygen-containing compound",42,21371,"GO:0042221",0.343941626034052
"set",FALSE,0.410166009933074,9,5,2,0.4,0.222222222222222,"GO:1901701","GO:BP","cellular response to oxygen-containing compound",42,21372,"GO:0070887,GO:1901700",0.410166009933074
"set",FALSE,0.410166009933074,9,5,2,0.4,0.222222222222222,"GO:0071495","GO:BP","cellular response to endogenous stimulus",42,16497,"GO:0009719",0.410166009933074
"set",FALSE,0.410166009933074,9,5,2,0.4,0.222222222222222,"GO:0003014","GO:BP","renal system process",42,1463,"GO:0003008",0.410166009933074
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0070482","GO:BP","response to oxygen levels",42,15915,"GO:0009628",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:1990573","GO:BP","potassium ion import across plasma membrane",42,24787,"GO:0071805,GO:0098659",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0036293","GO:BP","response to decreased oxygen levels",42,9457,"GO:0070482",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0031960","GO:BP","response to corticosteroid",42,7264,"GO:0048545",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0007188","GO:BP","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",42,2733,"GO:0007186",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0048545","GO:BP","response to steroid hormone",42,12659,"GO:0009725,GO:0033993",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0006955","GO:BP","immune response",42,2575,"GO:0002376,GO:0050896",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0010959","GO:BP","regulation of metal ion transport",42,4516,"GO:0030001,GO:0043269",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0006816","GO:BP","calcium ion transport",42,2487,"GO:0030001",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0043270","GO:BP","positive regulation of monoatomic ion transport",42,10498,"GO:0006811,GO:0043269,GO:0051050",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0051924","GO:BP","regulation of calcium ion transport",42,13803,"GO:0006816,GO:0010959",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0051928","GO:BP","positive regulation of calcium ion transport",42,13805,"GO:0006816,GO:0043270,GO:0051924",0.423668947055324
"set",FALSE,0.423668947055324,3,5,1,0.2,0.333333333333333,"GO:0003091","GO:BP","renal water homeostasis",42,1533,"GO:0003014,GO:0050891",0.423668947055324
"set",FALSE,0.443742393678209,10,5,2,0.4,0.2,"GO:0006811","GO:BP","monoatomic ion transport",42,2483,"GO:0006810",0.443742393678209
"set",FALSE,0.49426698598482,35,5,5,1,0.142857142857143,"GO:0032501","GO:BP","multicellular organismal process",42,7557,"GO:0008150",0.49426698598482
